plantSlug,unitName,unitNo,plant_name,state,district,commissioning_date,plant_capacity,implementing_agency,commissioning_status,commissioning_group,year,fyear,decade,source,technology_type,generation_2015-16,generation_2016-17,generation_2017-18,generation_2018-19,generation_2019-20,generation_2020-21,generation_2008-09,generation_2009-10,generation_2010-11,generation_2011-12,generation_2012-13,generation_2013-14,generation_2014-15,generation_2021-22,generation_2022-23,generation_2023-24,generation_2024-25,generation_2007-08,plant_load_factor_2015-16,plant_load_factor_2016-17,plant_load_factor_2017-18,plant_load_factor_2018-19,plant_load_factor_2019-20,plant_load_factor_2020-21,plant_load_factor_2008-09,plant_load_factor_2009-10,plant_load_factor_2010-11,plant_load_factor_2011-12,plant_load_factor_2012-13,plant_load_factor_2013-14,plant_load_factor_2014-15,plant_load_factor_2021-22,plant_load_factor_2022-23,plant_load_factor_2023-24,plant_load_factor_2024-25,plant_load_factor_2007-08
jojobera-tps-tata-power-co-ltd,Jojobera TPS Unit 2,2.0,Jojobera TPS,Jharkhand,East Singhbhum,01-08-2002 00:00,120.0,Tata Power Co. Ltd.,operational,operational,2002,2002-03,2000-2009,coal,Subcritical,811.1099999999999,762.7,729.7900000000001,768.4929999999998,720.67,695.595,N.F.,791.52,883.41,824.69,891.42,742.09,858.49,717.2799999999999,882.7399999999999,877.78,642.6400000000001,,76.94956739526411,72.55517503805176,69.42446727549468,73.10625951293758,68.36957346690953,66.17151826484017,N.F.,75.3,84,78.2,84.8,70.6,81.7,68.23439878234397,83.97450532724504,83.27451426836673,81.14141414141416,
jojobera-tps-tata-power-co-ltd,Jojobera TPS Unit 3,3.0,Jojobera TPS,Jharkhand,East Singhbhum,01-12-1995 00:00,120.0,Tata Power Co. Ltd.,decommissioned,retired,1995,1995-96,1990-1999,coal,Subcritical,872.2700000000001,773.15,654.9499999999999,771.778,713.33,786.1850000000003,N.F.,845.71,805.66,781.46,862.07,829.98,844.83,857.63,910.65,834.23,676.0300000000001,,82.75178354584092,73.54927701674278,62.30498477929983,73.4187595129376,67.67323163327261,74.78928843226791,N.F.,80.5,76.6,74.1,82,79,80.4,81.58580669710807,86.62956621004567,79.14294930176078,85.35732323232324,
jojobera-tps-tata-power-co-ltd,Jojobera TPS Unit 3,3.0,Jojobera TPS,Jharkhand,East Singhbhum,01-10-2001 00:00,120.0,Tata Power Co. Ltd.,operational,operational,2001,2001-02,2000-2009,coal,Subcritical,872.2700000000001,773.15,654.9499999999999,771.778,713.33,786.1850000000003,N.F.,845.71,805.66,781.46,862.07,829.98,844.83,857.63,910.65,834.23,676.0300000000001,,82.75178354584092,73.54927701674278,62.30498477929983,73.4187595129376,67.67323163327261,74.78928843226791,N.F.,80.5,76.6,74.1,82,79,80.4,81.58580669710807,86.62956621004567,79.14294930176078,85.35732323232324,
jojobera-tps-tata-power-co-ltd,Jojobera TPS Unit 3,3.0,Jojobera TPS,Jharkhand,East Singhbhum,01-08-2002 00:00,120.0,Tata Power Co. Ltd.,operational,operational,2002,2002-03,2000-2009,coal,Subcritical,872.2700000000001,773.15,654.9499999999999,771.778,713.33,786.1850000000003,N.F.,845.71,805.66,781.46,862.07,829.98,844.83,857.63,910.65,834.23,676.0300000000001,,82.75178354584092,73.54927701674278,62.30498477929983,73.4187595129376,67.67323163327261,74.78928843226791,N.F.,80.5,76.6,74.1,82,79,80.4,81.58580669710807,86.62956621004567,79.14294930176078,85.35732323232324,
maithon-tpp-maithon-pvt-ltd,Maithon Right Bank TPP Unit 1,1.0,Maithon TPP,Jharkhand,Dhanbad,01-09-2011 00:00,525.0,Maithon Pvt. Ltd.,operational,operational,2011,2011-12,2010-2019,coal,Subcritical,3528.5599999999995,3858.1799999999994,2558.63,3670.6949999999997,3493.6599999999994,2877.04,N.F.,N.F.,N.F.,1269.5,2734.86,2931.87,3309.05,4227.9400000000005,3578.57,4228.469999999999,3027.79,,76.51487553126897,83.89171559034571,55.63448575777343,79.81506849315068,75.75808829907189,62.55794737986518,N.F.,N.F.,N.F.,45.64,59.5,63.8,72,91.9317242878887,77.81191563383344,91.69203747072598,87.38210678210679,
maithon-tpp-maithon-pvt-ltd,Maithon Right Bank TPP Unit 1,1.0,Maithon TPP,Jharkhand,Dhanbad,01-03-2012 00:00,525.0,Maithon Pvt. Ltd.,operational,operational,2012,2011-12,2010-2019,coal,Subcritical,3528.5599999999995,3858.1799999999994,2558.63,3670.6949999999997,3493.6599999999994,2877.04,N.F.,N.F.,N.F.,1269.5,2734.86,2931.87,3309.05,4227.9400000000005,3578.57,4228.469999999999,3027.79,,76.51487553126897,83.89171559034571,55.63448575777343,79.81506849315068,75.75808829907189,62.55794737986518,N.F.,N.F.,N.F.,45.64,59.5,63.8,72,91.9317242878887,77.81191563383344,91.69203747072598,87.38210678210679,
maithon-tpp-maithon-pvt-ltd,Maithon Right Bank TPP Unit 2,2.0,Maithon TPP,Jharkhand,Dhanbad,01-09-2011 00:00,525.0,Maithon Pvt. Ltd.,operational,operational,2011,2011-12,2010-2019,coal,Subcritical,3722.4599999999996,3452.49,3821.11,3667.4819999999995,2945.3199999999997,3388.78,N.F.,N.F.,N.F.,N.F.,2024.56,3396.55,3375.03,3720.43,3984.2999999999997,3947.1100000000006,2445.85,,80.71948998178506,75.07045009784736,83.08567079799957,79.74520547945204,63.867638129933205,73.68514894542292,N.F.,N.F.,N.F.,N.F.,58.5,73.9,73.4,80.89649923896499,86.6340508806262,85.59090120565531,70.58730158730158,
maithon-tpp-maithon-pvt-ltd,Maithon Right Bank TPP Unit 2,2.0,Maithon TPP,Jharkhand,Dhanbad,01-03-2012 00:00,525.0,Maithon Pvt. Ltd.,operational,operational,2012,2011-12,2010-2019,coal,Subcritical,3722.4599999999996,3452.49,3821.11,3667.4819999999995,2945.3199999999997,3388.78,N.F.,N.F.,N.F.,N.F.,2024.56,3396.55,3375.03,3720.43,3984.2999999999997,3947.1100000000006,2445.85,,80.71948998178506,75.07045009784736,83.08567079799957,79.74520547945204,63.867638129933205,73.68514894542292,N.F.,N.F.,N.F.,N.F.,58.5,73.9,73.4,80.89649923896499,86.6340508806262,85.59090120565531,70.58730158730158,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-10-1966 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-06-1967 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-02-1969 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-01-1970 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-12-1971 00:00,90.0,Jharkhand State Electricity Board,decommissioned,retired,1971,1971-72,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1972 00:00,90.0,Jharkhand State Electricity Board,decommissioned,retired,1972,1971-72,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-01-1977 00:00,105.0,Jharkhand State Electricity Board,decommissioned,retired,1977,1976-77,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1978 00:00,105.0,Jharkhand State Electricity Board,decommissioned,retired,1978,1977-78,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1984 00:00,110.0,Jharkhand State Electricity Board,decommissioned,retired,1984,1983-84,1980-1989,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1986 00:00,110.0,Jharkhand State Electricity Board,decommissioned,retired,1986,1985-86,1980-1989,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-08-2023 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2023,2023-24,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-02-2024 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2024,2023-24,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 1,1.0,Patratu TPS,Jharkhand,Ramgarh,01-08-2024 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2024,2024-25,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,278.23,226.86,121.66,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,63.5,58.6,34.7,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-10-1966 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-06-1967 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-02-1969 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-01-1970 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-12-1971 00:00,90.0,Jharkhand State Electricity Board,decommissioned,retired,1971,1971-72,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1972 00:00,90.0,Jharkhand State Electricity Board,decommissioned,retired,1972,1971-72,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-01-1977 00:00,105.0,Jharkhand State Electricity Board,decommissioned,retired,1977,1976-77,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1978 00:00,105.0,Jharkhand State Electricity Board,decommissioned,retired,1978,1977-78,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1984 00:00,110.0,Jharkhand State Electricity Board,decommissioned,retired,1984,1983-84,1980-1989,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-03-1986 00:00,110.0,Jharkhand State Electricity Board,decommissioned,retired,1986,1985-86,1980-1989,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-08-2023 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2023,2023-24,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-02-2024 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2024,2023-24,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 2,2.0,Patratu TPS,Jharkhand,Ramgarh,01-08-2024 00:00,800.0,Jharkhand State Electricity Board,under-construction-likely-to-be-commissioned,pipeline,2024,2024-25,2020-2029,coal,Ultra-Supercritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,162.89,112.05,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,37.2,28.9,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 3,3.0,Patratu TPS,Jharkhand,Ramgarh,01-10-1966 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1966,1966-67,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 3,3.0,Patratu TPS,Jharkhand,Ramgarh,01-06-1967 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1967,1967-68,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 3,3.0,Patratu TPS,Jharkhand,Ramgarh,01-02-1969 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1969,1968-69,1960-1969,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
patratu-tps-jharkhand-state-electricity-board,Patratu Thermal Power Station Unit 3,3.0,Patratu TPS,Jharkhand,Ramgarh,01-01-1970 00:00,40.0,Jharkhand State Electricity Board,decommissioned,retired,1970,1969-70,1970-1979,coal,Subcritical,0,Decommissioned,Decommissioned,0,decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,Decommissioned,0,0,0,0,0,0,0,Decommissioned,Decommissioned,Decommissioned,Decommissioned,
